"datasourceId","Drug_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year"
"impc","EPTINEZUMAB","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","DECITABINE","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","COPPER DOTATATE CU-64","No human target",TRUE,NA,NA,NA,"Mouse model (IMPC)","Mouse model",2020
"impc","CLASCOTERONE","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","CEDAZURIDINE","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","CAPMATINIB","Oncology",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","BEROTRALSTAT","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","BEMPEDOIC ACID","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","BEMPEDOIC ACID","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","BELANTAMAB MAFODOTIN","Oncology",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","AVAPRITINIB","Oncology",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","ATOLTIVIMAB","No human target",TRUE,NA,NA,NA,"Mouse model (IMPC)","Mouse model",2020
"impc","ARTESUNATE","No human target",TRUE,NA,NA,NA,"Mouse model (IMPC)","Mouse model",2020
"impc","ANSUVIMAB","No human target",TRUE,NA,NA,NA,"Mouse model (IMPC)","Mouse model",2020
"impc","AMISULPRIDE","Other indication",FALSE,NA,NA,0,"Mouse model (IMPC)","Mouse model",2020
"impc","ABAMETAPIR","No human target",TRUE,NA,NA,NA,"Mouse model (IMPC)","Mouse model",2020
"impc","OSILODROSTAT","Other indication",FALSE,TRUE,TRUE,0.401952022504184,"Mouse model (IMPC)","Mouse model",2020
