"datasourceId","Drug_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year"
"cancer_gene_census","Belumosudil","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Avacopan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Ponesimod","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Pegcetacoplan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Atogepant","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Anifrolumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Ropeginterferon alfa-2b","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Voclosporin","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Tisotumab vedotin","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Maralixibat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Finerenone","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Umbralisib","Oncology",FALSE,TRUE,TRUE,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Umbralisib","Oncology",FALSE,TRUE,TRUE,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Dasiglucagon","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Belzutifan","Oncology",FALSE,NA,TRUE,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Odevixibat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Evinacumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Vosoritide","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Inclisiran","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Dostarlimab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Loncastuximab tesirine","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Asciminib","Oncology",FALSE,TRUE,TRUE,0.607930797611621,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Tezepelumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Trilaciclib","Oncology",FALSE,TRUE,TRUE,0.455948098208716,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Trilaciclib","Oncology",FALSE,TRUE,TRUE,0.455948098208716,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Tralokinumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Vericiguat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Lonapegsomatropin","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Tivozanib","Oncology",FALSE,TRUE,TRUE,0.622706893386904,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Infigratinib","Oncology",FALSE,TRUE,TRUE,0.7219178221638,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Tepotinib","Oncology",FALSE,TRUE,TRUE,0.88402882441722,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Aducanumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Casimersen","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Sotorasib","Oncology",FALSE,TRUE,TRUE,0.842931461823577,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Avalglucosidase alfa","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Mobocertinib","Oncology",FALSE,TRUE,TRUE,0.926746075358155,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Amivantamab","Oncology",FALSE,TRUE,TRUE,0.926746075358155,"CGC (COSMIC)","Somatic",2021
"clingen","Viloxazine","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Piflufolastat F-18","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Pafolacianine","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Melphalan flufenamide","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Maribavir","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Ibrexafungerp","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Fosdenopterin","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Fexinidazole","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Efgartigimod alfa","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Difelikefalin","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Cabotegravir; rilpivirine","No human target",TRUE,NA,NA,NA,"Clingen","Rare mendelian",2021
"clingen","Belumosudil","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Avacopan","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Ponesimod","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Pegcetacoplan","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Atogepant","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Anifrolumab","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Ropeginterferon alfa-2b","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Voclosporin","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Tisotumab vedotin","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Maralixibat","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Finerenone","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Umbralisib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Umbralisib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Dasiglucagon","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Belzutifan","Oncology",FALSE,TRUE,NA,0,"Clingen","Rare mendelian",2021
"clingen","Odevixibat","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Evinacumab","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Vosoritide","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Inclisiran","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Dostarlimab","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Loncastuximab tesirine","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Asciminib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Tezepelumab","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Trilaciclib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Trilaciclib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Tralokinumab","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Vericiguat","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Lonapegsomatropin","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Tivozanib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Infigratinib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Tepotinib","Oncology",FALSE,TRUE,NA,0,"Clingen","Rare mendelian",2021
"clingen","Aducanumab","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Casimersen","Other indication",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Sotorasib","Oncology",FALSE,NA,NA,0,"Clingen","Rare mendelian",2021
"clingen","Avalglucosidase alfa","Other indication",FALSE,TRUE,TRUE,0.607930797611621,"Clingen","Rare mendelian",2021
"clingen","Mobocertinib","Oncology",FALSE,TRUE,TRUE,0.607930797611621,"Clingen","Rare mendelian",2021
"clingen","Amivantamab","Oncology",FALSE,TRUE,TRUE,0.607930797611621,"Clingen","Rare mendelian",2021
"crispr","Viloxazine","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Piflufolastat F-18","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Pafolacianine","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Melphalan flufenamide","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Maribavir","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Ibrexafungerp","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Fosdenopterin","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Fexinidazole","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Efgartigimod alfa","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Difelikefalin","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Cabotegravir; rilpivirine","No human target",TRUE,NA,NA,NA,"Project Score","Functional genomics (cancer)",2021
"crispr","Belumosudil","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Avacopan","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Ponesimod","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Pegcetacoplan","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Atogepant","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Anifrolumab","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Ropeginterferon alfa-2b","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Voclosporin","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Tisotumab vedotin","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Maralixibat","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Finerenone","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Umbralisib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Umbralisib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Dasiglucagon","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Belzutifan","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Odevixibat","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Evinacumab","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Vosoritide","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Inclisiran","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Dostarlimab","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Loncastuximab tesirine","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Asciminib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Tezepelumab","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Trilaciclib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Trilaciclib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Tralokinumab","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Vericiguat","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Lonapegsomatropin","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Tivozanib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Infigratinib","Oncology",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Tepotinib","Oncology",FALSE,TRUE,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Aducanumab","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Casimersen","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Sotorasib","Oncology",FALSE,TRUE,TRUE,0.272428988679708,"Project Score","Functional genomics (cancer)",2021
"crispr","Avalglucosidase alfa","Other indication",FALSE,NA,NA,0,"Project Score","Functional genomics (cancer)",2021
"crispr","Mobocertinib","Oncology",FALSE,TRUE,TRUE,0.378816878261741,"Project Score","Functional genomics (cancer)",2021
"crispr","Amivantamab","Oncology",FALSE,TRUE,TRUE,0.378816878261741,"Project Score","Functional genomics (cancer)",2021
"eva","Viloxazine","Other indication",FALSE,NA,NA,0,"ClinVar","Rare mendelian",2021
"eva","Piflufolastat F-18","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Pafolacianine","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Melphalan flufenamide","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Maribavir","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Ibrexafungerp","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Fosdenopterin","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Fexinidazole","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
"eva","Efgartigimod alfa","Other indication",FALSE,NA,NA,0,"ClinVar","Rare mendelian",2021
"eva","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"ClinVar","Rare mendelian",2021
"eva","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"ClinVar","Rare mendelian",2021
"eva","Difelikefalin","Other indication",FALSE,NA,NA,0,"ClinVar","Rare mendelian",2021
"eva","Cabotegravir; rilpivirine","No human target",TRUE,NA,NA,NA,"ClinVar","Rare mendelian",2021
