"datasourceId","Drug_brand_name","TA","noTarget","interactionAssociation","phenotypeAssociation","score","datasourceName","datasourceType","Year"
"cancer_biomarkers","Lenacapavir","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Ibrexafungerp","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","GSK3844766A","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Gadopiclenol","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Fosdenopterin","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Fexinidazole","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Exagamglogene autotemcel","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Evinacumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Efgartigimod alfa","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Efanesoctocog alfa","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Difelikefalin","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","DaxibotulinumtoxinA","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Casimersen","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Cabotegravir; rilpivirine","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Bercolagene telserpavec","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Belumosudil","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Avacopan","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Atogepant","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Anifrolumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Anacaulase","No human target",TRUE,NA,NA,NA,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Aducanumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Zuranolone","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Zuranolone","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Tremelimumab","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Umbralisib","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Ropeginterferon alfa-2b","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Odevixibat","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Mosunetuzumab","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Maralixibat","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Finerenone","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Eflapegrastim","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Tisotumab vedotin","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Mirvetuximab soravtansine","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Teclistamab","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Talquetamab","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Dasiglucagon","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Belzutifan","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Vosoritide","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Deucravacitinib","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Tapinarof","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Concizumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Concizumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Faricimab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Teplizumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Inclisiran","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Dostarlimab","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Lutetium Lu-177 vipivotide tetraxetan","Oncology",FALSE,TRUE,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Daridorexant","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Daridorexant","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Mitapivat","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Trilaciclib","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Futibatinib","Oncology",FALSE,TRUE,TRUE,0.607930797611621,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Tralokinumab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Abrocitinib","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Abrocitinib","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Momelotinib","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Vericiguat","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Pacritinib","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Lonapegsomatropin","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Ganaxolone","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Repotrectinib","Oncology",FALSE,TRUE,TRUE,0.936072224944711,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Tirzepatide","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Tivozanib","Oncology",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Avalglucosidase alfa","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Infigratinib","Oncology",FALSE,TRUE,TRUE,0.607930797611621,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Tepotinib","Oncology",FALSE,TRUE,TRUE,0.919067987742997,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Asciminib","Oncology",FALSE,TRUE,TRUE,0.967152948166419,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Olutasidenib","Oncology",FALSE,TRUE,TRUE,0.827461363415818,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Spesolimab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Lecanemab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Donanemab","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Vutrisiran","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Sotorasib","Oncology",FALSE,TRUE,TRUE,0.942151532920827,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Adagrasib","Oncology",FALSE,TRUE,TRUE,0.942151532920827,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Tofersen","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Valoctocogene roxaparvovec","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2023
"cancer_biomarkers","Olipudase alfa","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Mavacamten","Other indication",FALSE,NA,NA,0,"Cancer Biomarkers (CGI)","Somatic",2022
"cancer_biomarkers","Mobocertinib","Oncology",FALSE,TRUE,TRUE,0.968836966996368,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_biomarkers","Amivantamab","Oncology",FALSE,TRUE,TRUE,0.968836966996368,"Cancer Biomarkers (CGI)","Somatic",2021
"cancer_gene_census","Xenon Xe 129 hyperpolarized","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Vonoprazan; amoxicillin; clarithromycin","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Vonoprazan; amoxicillin; clarithromycin","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Voclosporin","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Viloxazine","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Ublituximab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Tezepelumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Terlipressin","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Tebentafusp","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Sutimlimab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","SRP-9001","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Sodium phenylbutyrate; taurursodiol","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Sodium phenylbutyrate; taurursodiol","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","SER-109","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","RSVpreF","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Ponesimod","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Piflufolastat F-18","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Pegcetacoplan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Pafolacianine","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Oteseconazole","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Omidenepag isopropyl","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Omidenepag isopropyl","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Olorofim","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Olanzapine; samidorphan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Nedosiran","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Melphalan flufenamide","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Maribavir","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Loncastuximab tesirine","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Lenacapavir","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Ibrexafungerp","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","GSK3844766A","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Gadopiclenol","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Fosdenopterin","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Fexinidazole","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Exagamglogene autotemcel","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Evinacumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Efgartigimod alfa","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Efanesoctocog alfa","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Drospirenone; estetrol","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Difelikefalin","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","DaxibotulinumtoxinA","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Casimersen","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Cabotegravir; rilpivirine","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Bercolagene telserpavec","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Belumosudil","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Avacopan","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Atogepant","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Asparaginase erwinia chrysanthemi","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Anifrolumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Anacaulase","No human target",TRUE,NA,NA,NA,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Aducanumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Zuranolone","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Zuranolone","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Tremelimumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Umbralisib","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Ropeginterferon alfa-2b","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Odevixibat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Mosunetuzumab","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Maralixibat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Finerenone","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Eflapegrastim","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Tisotumab vedotin","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Mirvetuximab soravtansine","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Teclistamab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Talquetamab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Relatlimab; nivolumab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Dasiglucagon","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Belzutifan","Oncology",FALSE,NA,TRUE,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Vosoritide","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Deucravacitinib","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Tapinarof","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Concizumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Concizumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Faricimab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Teplizumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Inclisiran","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Dostarlimab","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Lutetium Lu-177 vipivotide tetraxetan","Oncology",FALSE,TRUE,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Daridorexant","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Daridorexant","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Mitapivat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Trilaciclib","Oncology",FALSE,TRUE,TRUE,0.455948098208716,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Futibatinib","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Tralokinumab","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Abrocitinib","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Abrocitinib","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Momelotinib","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Vericiguat","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Pacritinib","Oncology",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Dexmethylphenidate; serdexmethylphenidate","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Lonapegsomatropin","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Ganaxolone","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Repotrectinib","Oncology",FALSE,TRUE,TRUE,0.851229768905772,"CGC (COSMIC)","Somatic",2023
"cancer_gene_census","Tirzepatide","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2022
"cancer_gene_census","Tivozanib","Oncology",FALSE,TRUE,TRUE,0.622706893386904,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Avalglucosidase alfa","Other indication",FALSE,NA,NA,0,"CGC (COSMIC)","Somatic",2021
"cancer_gene_census","Infigratinib","Oncology",FALSE,TRUE,TRUE,0.7219178221638,"CGC (COSMIC)","Somatic",2021
